wall_time_utc,AvgActC,Avg_EClk,Bus_Clk,C0_C0res,C0_C1res,C0_C6res,C0_Clk,C0_P,C0_R,C0_T,C0_T0_EClk,C0_T0_U,C0_T0_Util,C0_T1_EClk,C0_T1_U,C0_T1_Util,C0_VID,C1_C0res,C1_C1res,C1_C6res,C1_Clk,C1_P,C1_R,C1_T,C1_T0_EClk,C1_T0_U,C1_T0_Util,C1_T1_EClk,C1_T1_U,C1_T1_Util,C1_VID,C2_C0res,C2_C1res,C2_C6res,C2_Clk,C2_P,C2_R,C2_T,C2_T0_EClk,C2_T0_U,C2_T0_Util,C2_T1_EClk,C2_T1_U,C2_T1_Util,C2_VID,C3_C0res,C3_C1res,C3_C6res,C3_Clk,C3_P,C3_R,C3_T,C3_T0_EClk,C3_T0_U,C3_T0_Util,C3_T1_EClk,C3_T1_U,C3_T1_Util,C3_VID,C4_C0res,C4_C1res,C4_C6res,C4_Clk,C4_P,C4_R,C4_T,C4_T0_EClk,C4_T0_U,C4_T0_Util,C4_T1_EClk,C4_T1_U,C4_T1_Util,C4_VID,C5_C0res,C5_C1res,C5_C6res,C5_Clk,C5_P,C5_R,C5_T,C5_T0_EClk,C5_T0_U,C5_T0_Util,C5_T1_EClk,C5_T1_U,C5_T1_Util,C5_VID,C6_C0res,C6_C1res,C6_C6res,C6_Clk,C6_P,C6_R,C6_T,C6_T0_EClk,C6_T0_U,C6_T0_Util,C6_T1_EClk,C6_T1_U,C6_T1_Util,C6_VID,C7_C0res,C7_C1res,C7_C6res,C7_Clk,C7_P,C7_R,C7_T,C7_T0_EClk,C7_T0_U,C7_T0_Util,C7_T1_EClk,C7_T1_U,C7_T1_Util,C7_VID,CCD1_Tdie,CPU_Core_I,CPU_Core_P,CPU_DieAvg,CPU_EDC,CPU_MISC_I,CPU_PPT,CPU_Pkg_P,CPU_SoC_I,CPU_SoC_P,CPU_TDC,CPU_Tctl,CPU_Tot_P,CPU_U,CPU_Util,DRAM_R_BW,DRAM_W_BW,EDC_Lim,FCLK,Freq_GLim,HTC_TT,IOD_Avg,IOD_Hot,L3_Clk,L3_T,MaxThr_U,PPT_F_Lim,PPT_Lim,PROCHOT_CPU,PROCHOT_EXT,Pkg_C6,TDC_Lim,T_Lim,UCLK,VDDCR_SOC_TVRM,VDDCR_SOC_V,VDDCR_VDD_TVRM,VDDCR_VDD_V,VDD_MISC_TVRM,VDD_MISC_V,coolant_c
2026-06-17T05:28:16.528656+00:00,0.587067,211.069,108,6.816,39.07,54.51,5918.4,0.88931,54.8,0.0637475,293.473,6.25,6.922,20.6517,0,0.3781,1.38,14.17,42.46,43.72,5039.89,1.7026,46.6656,0.945235,558.914,7.812,10.7,273.099,4.688,5.227,1.38,0.9802,8.5,90.58,5039.89,0.21559,46.6656,0,50.7411,0,0.902,5.77329,0,0.09122,1.38,32.3,42.08,25.99,5039.89,2.5332,46.6656,1.33832,1647.64,31.25,32.02,274.578,1.562,5.227,1.38,0.9228,5.626,93.52,5039.89,0.15879,46.6656,0,47.0237,0,0.8587,4.50579,0,0.07148,1.38,2.374,14.41,83.27,5039.89,0.37344,46.6656,0,124.165,1.562,2.283,11.3445,0,0.1996,1.38,0.5898,14.64,84.95,5039.89,0.23755,46.6656,0,25.5951,0,0.4206,6.34645,0,0.07226,1.38,0.5566,21.93,77.94,5039.89,0.31177,46.6656,0,12.2306,0,0.163,21.0307,0,0.3302,1.38,8.75,8.6916,11.77,13.7847,51.5,4.6416,31.442,31.375,8.0142,9.5918,8.6707,19.625,26.467,3.32,4.117,0.334229,0.187081,5.15,1800,5480.43,0,8.73718,14,5475.01,0.582335,31.25,3.144,3.144,0,0,3.484,3.69,14.51,2400,29.8583,1.197,30.4361,1.281,41,1.1,-2
2026-06-17T05:28:17.526967+00:00,0.500648,180.463,108,6.119,44.54,49.87,5918.4,0.94665,54.8,0.226202,271.603,6.25,6.386,10.8353,0,0.1836,1.165,27.88,34.16,38.49,5049,2.1149,46.75,1.03745,313.912,4.688,5.95,1335.24,20.31,26.07,1.38,0.8245,4.603,94.68,5049,0.12907,46.75,0,40.4179,0,0.7364,8.6097,0,0.1524,1.38,12.17,55.79,32.57,5049,1.6365,46.75,0.550852,154.069,1.562,2.83,569.645,9.375,11,1.38,0.4576,1.575,98.09,5049,0.066691,46.75,0,23.5472,0,0.4223,3.45645,0,0.05822,1.38,1.877,9.914,88.31,5049,0.26088,46.75,0,93.923,0,1.757,12.398,0,0.2256,1.38,0.4582,37.78,62.21,5049,0.54312,46.75,0,23.1526,0,0.3403,7.58674,0,0.09701,1.38,0.2852,10.92,89.39,5049,0.15131,46.75,0,10.678,0,0.154,8.33187,0,0.117,1.38,8.75,8.4053,11.318,13.7464,46.5,4.6282,31.055,31.161,8.0376,9.6208,8.4197,18.875,26.029,2.637,3.53,0.397247,0.152338,4.65,1800,5480.43,0,8.48077,13.75,5331.09,0.623873,20.31,3.105,3.105,0,0,5.532,3.583,14.47,2400,29.8136,1.197,30.4259,1.263,41,1.1,-2
2026-06-17T05:28:18.523830+00:00,0.732742,266.143,108,7.058,41.53,51.82,5049,1.095,46.75,0.588892,318.017,1.562,7.37,15.5314,0,0.2766,1.4,39.11,31.55,29.62,5049,3.0608,46.75,2.99749,1985.4,35.94,38.55,330.427,4.688,6.404,1.4,1.528,7.357,91.23,5049,0.28242,46.75,0,83.1172,1.562,1.559,6.37902,0,0.1039,1.4,21.13,41.89,37.29,5049,2.8777,46.75,3.24097,349.674,4.688,6.633,909.673,12.5,17.69,1.4,0.6307,6.001,93.45,5049,0.18627,46.75,0,32.5271,1.562,0.5799,4.23903,0,0.06687,1.4,2.979,17.04,80.08,5049,0.52862,46.75,0,159.668,1.562,3.009,13.086,0,0.2321,1.4,0.4552,9.41,90.45,5049,0.17022,46.75,0,20.5533,0,0.3383,4.64468,0,0.06114,1.4,0.3876,30.41,69.45,5049,0.43292,46.75,0,15.8582,0,0.226,9.49646,0,0.1365,1.4,10.75,10.586,14.435,14.8925,61,4.6672,34.175,34.142,8.0208,9.6006,10.585,19.125,29.169,4.004,5.202,0.40073,0.129447,6.1,1800,5502.53,0,8.66667,13.75,5545.73,1.04664,35.94,3.417,3.417,0,0,2.994,4.504,15.68,2400,29.8195,1.197,30.5948,1.293,41,1.1,-2
2026-06-17T05:28:19.524226+00:00,0.472389,168.025,108,4.598,30.37,65.64,5049,0.58482,46.75,0,144.899,1.562,4.705,8.4226,0,0.1397,1.07,15.7,38.03,47.23,5049,1.6321,46.75,0.7255,412.853,4.688,7.901,517.537,7.812,10.08,1.07,0.3439,1.48,98.25,5049,0.06059,46.75,0,16.9516,0,0.2884,5.41614,0,0.08911,1.07,24.33,35.45,41.03,5049,1.8423,46.75,0.415625,162.784,0,3.027,1287.11,18.75,25.19,1.07,0.3652,0.7857,98.95,5049,0.048432,46.75,0,17.5486,0,0.3072,3.87818,0,0.06598,1.07,0.873,5.28,93.92,5049,0.12122,46.75,0,38.5971,1.562,0.7039,13.0511,0,0.2327,1.07,0.7044,5.596,94.03,5049,0.094604,46.75,0,24.3764,1.562,0.4112,12.9757,0,0.2137,1.07,0.3262,23.19,77.09,5039.89,0.35806,46.6656,0,15.3002,0,0.2116,6.69572,0,0.08914,1.07,9.25,7.115,9.5725,13.7103,36,4.5756,29.164,29.18,7.972,9.5414,7.1222,18.375,24.147,2.246,3.353,0.396844,0.174877,3.6,1800,5528.22,0,8.42308,13,5266.57,0.494625,18.75,2.916,2.916,0,0,6.625,3.031,14.43,2400,29.835,1.197,30.456,1.255,41,1.1,-2.0625
2026-06-17T05:28:20.530108+00:00,0.43522,155.987,108,4.004,28.31,68.5,5049,0.53212,46.75,0,122.687,1.562,4.137,11.1033,0,0.1936,1.07,26.35,28.95,45.58,5039.89,1.8595,46.6656,0.535075,1500.53,28.12,29.2,71.3485,1.562,1.341,1.07,0.5999,2.254,97.29,5039.89,0.084297,46.6656,0,32.0389,0,0.582,5.16972,0,0.08574,1.07,10.46,51.51,38.74,5039.89,1.3315,46.6656,0,437.258,6.25,8.373,188.49,1.562,3.566,1.07,0.4873,2.198,97.44,5039.89,0.079503,46.6656,0,23.89,1.562,0.431,4.83368,0,0.08555,1.07,0.899,3.744,95.45,5039.89,0.11414,46.6656,0,40.394,3.125,0.7353,13.959,0,0.2562,1.07,0.4086,8.971,91.15,5039.89,0.12918,46.6656,0,19.0209,0,0.2969,6.4937,0,0.08392,1.38,0.3154,2.885,97.25,5039.89,0.067823,46.6656,0,11.3311,0,0.169,7.23903,0,0.1028,1.38,8.25,6.8493,9.2128,13.5932,35.5,4.6067,28.837,28.813,7.9898,9.5626,6.84,17.75,23.843,2.734,3.103,0.31747,0.13116,3.55,1800,5480.43,0,8.50641,13.25,5349.53,0.251119,28.12,2.884,2.884,0,0,5.706,2.911,14.31,2400,29.8756,1.197,30.5025,1.262,41,1.1,-2
2026-06-17T05:28:21.529202+00:00,0.446636,158.67,108,4.502,24.69,71.44,5049,0.51201,46.75,0,128.141,1.562,4.154,30.7916,0,0.5816,1.07,27.11,27.22,46.28,5049,2.0145,46.75,0.727375,261.803,4.688,4.956,1346.13,23.44,26.3,1.07,0.5792,0.9615,98.55,5049,0.058004,46.75,0,24.0024,1.562,0.4304,9.55984,0,0.1739,1.07,10.5,55,35.11,5049,1.3412,46.75,0,244.914,1.562,4.614,379.784,4.688,7.325,1.07,0.3928,0.6117,99.09,5049,0.049757,46.75,0,16.6444,0,0.2901,5.30479,0,0.09519,1.07,0.8143,4.978,94.28,5049,0.11821,46.75,0,41.2186,0,0.7573,6.32117,0,0.1039,1.07,0.4738,13.72,86.38,5049,0.20286,46.75,0,22.1548,0,0.3658,5.57463,0,0.07227,1.07,0.294,4.09,95.74,5049,0.077201,46.75,0,8.84599,0,0.1206,7.52875,0,0.1076,1.07,9.25,6.8565,9.2514,13.6641,49,4.6442,28.978,28.996,8.0205,9.6005,6.8659,17.125,23.961,2.344,3.153,0.376976,0.151744,4.9,1800,5480.43,0,8.36538,13.75,5434.53,0.303375,23.44,2.898,2.898,0,0,3.953,2.922,14.38,2400,29.805,1.197,30.456,1.266,41,1.1,-2.0625
2026-06-17T05:28:22.528240+00:00,0.419336,146.976,108,4.144,22.31,74.81,5039.89,0.45052,46.6656,0,100.841,0,4.026,16.6391,0,0.3037,1.07,20.52,27.39,53.15,5039.89,1.5447,46.6656,0.256507,272.292,3.125,5.146,939.574,18.75,18.34,1.155,0.4133,1.076,98.67,5039.89,0.054724,46.6656,0,21.2198,0,0.377,4.44227,0,0.07316,1.155,15.2,37.8,47.94,5918.4,1.3447,54.8,0,152.126,1.562,2.801,746.539,12.5,14.49,1.38,0.3533,0.5716,99.2,5039.89,0.046919,46.6656,0,18.271,0,0.3232,2.7106,0,0.04501,1.38,0.4954,4.191,95.47,5039.89,0.099765,46.6656,0,25.3816,0,0.4459,5.21572,0,0.0858,1.38,0.4777,2.75,97.4,5039.89,0.062941,46.6656,0,22.4116,0,0.3662,4.63656,0,0.05573,1.38,0.3281,7.192,93.27,5039.89,0.097061,46.6656,0,10.6724,0,0.1479,8.6446,0,0.1129,1.38,8.25,6.6051,8.8278,13.5804,46.5,4.6162,28.476,28.435,8.0073,9.5845,6.5992,16.625,23.49,2.246,2.946,0.343325,0.115039,4.65,1800,5480.43,0,8.46795,13.25,5362.07,0.0698198,18.75,2.848,2.848,0,0,5.896,2.808,14.3,2400,29.7858,1.197,30.5105,1.25,41,1.1,-2
2026-06-17T05:28:23.529927+00:00,0.521373,188.314,108,6.008,29.61,64.87,5918.4,0.76516,54.8,0,235.76,1.562,6.258,18.3101,0,0.3311,1.375,12.37,29.41,58.71,5918.4,1.3328,54.8,0.310379,631.11,7.812,12.14,106.616,0,2.023,1.38,1.065,4.632,94.32,5918.4,0.18735,54.8,0,58.3009,0,1.069,6.1317,0,0.1011,1.38,28.77,32.8,39.01,5918.4,2.0953,54.8,0.692864,1532.72,26.56,29.82,188.583,1.562,3.565,1.38,0.7452,4.371,94.91,5918.4,0.16004,54.8,0,40.2372,0,0.735,3.56538,0,0.05665,1.38,2.054,7.127,90.83,5918.4,0.29585,54.8,0,119.596,0,2.241,6.08696,0,0.09675,1.38,0.6757,5.963,93.63,5918.4,0.15973,54.8,0,32.6625,0,0.5737,4.18883,0,0.0469,1.38,0.4503,27.93,71.68,5918.4,0.4155,54.8,0,16.5137,0,0.2231,12.6363,0,0.1919,1.38,21.75,7.8643,10.642,13.7048,69.5,4.6878,30.277,29.399,8.0462,9.6295,7.7534,16.25,25.428,2.344,3.716,0.360846,0.148574,6.95,1800,5480.43,0,8.53205,13.75,5568.37,0.390095,26.56,3.028,3.028,0,0,1.908,3.299,14.43,2400,29.8204,1.197,30.503,1.273,41,1.1,-2.125
2026-06-17T05:28:24.532821+00:00,0.624886,224.449,108,6.562,33.19,61.48,5049,0.89815,46.75,0.327797,288.529,3.125,6.774,11.0571,0,0.1911,1.18,26.41,31.21,43.21,5039.89,1.9711,46.6656,1.40934,1516.49,20.31,29.54,44.9931,1.562,0.8229,1.375,0.851,9.313,89.96,5039.89,0.2405,46.6656,0,42.1767,0,0.7675,6.1201,0,0.1031,1.375,24.44,29.71,46.64,5039.89,2.9218,46.6656,3.30582,322.047,4.688,6.102,1121.95,17.19,21.89,1.375,0.4788,4.469,95.16,5039.89,0.12249,46.6656,0,23.1917,0,0.4132,4.28944,0,0.07069,1.375,2.609,12.94,84.53,5039.89,0.47582,46.6656,0,142.365,3.125,2.69,8.17481,0,0.1402,1.375,0.6944,8.553,91.39,5039.89,0.14771,46.6656,0,23.0915,0,0.3788,14.1794,0,0.2237,1.375,0.4357,3.593,96.36,5039.89,0.083577,46.6656,0,11.9788,0,0.1761,10.5571,0,0.1599,1.375,9.25,8.8367,11.914,14.8674,59.5,4.6324,31.751,32.511,8.0132,9.5913,8.9351,17.375,26.601,3.125,4.404,0.498753,0.158038,5.95,1800,5536.31,0,8.23077,13.5,5386.42,0.79533,20.31,3.175,3.175,0,0,5.279,3.802,15.65,2400,29.8102,1.197,30.5644,1.254,41,1.1,-2.125
2026-06-17T05:28:25.535181+00:00,0.409066,145.215,108,3.82,23.98,73.1,5049,0.43375,46.75,0,106.694,1.538,3.765,9.76985,0,0.1673,1.07,25.58,33.4,42.27,5039.89,1.8337,46.6656,0.153166,1488.35,21.88,28.96,30.7366,0,0.5151,1.375,0.4611,0.8701,98.74,5039.89,0.053723,46.6656,0,23.9353,0,0.4335,3.96941,0,0.06329,1.375,9.356,36.62,54.93,5918.4,1.068,54.8,0,130.328,1.538,2.37,427.485,3.077,8.215,1.375,0.3054,0.5327,99.23,5039.89,0.046066,46.6656,0,15.657,0,0.2735,2.58473,0,0.04198,1.375,0.4998,3.45,96.1,5039.89,0.091111,46.6656,0,21.6791,0,0.3787,9.56811,0,0.1676,1.375,0.5608,26.78,73.12,5039.89,0.39146,46.6656,0,24.2801,0,0.4165,9.91373,0,0.1187,1.375,0.321,5.722,94.33,5039.89,0.088035,46.6656,0,11.0114,0,0.1574,7.47309,0,0.09686,1.375,10.75,6.7493,9.038,13.4886,34,4.6176,28.675,28.782,7.9983,9.5729,6.7385,16.75,23.69,1.752,2.884,0.299735,0.124971,3.4,1800,5480.43,0,8.26282,13.5,5366.66,0.00498504,21.88,2.867,2.867,0,0,5.265,2.867,14.2,2400,29.8235,1.197,30.4826,1.255,41,1.1,-2.125
