wall_time_utc,AvgActC,Avg_EClk,Bus_Clk,C0_C0res,C0_C1res,C0_C6res,C0_Clk,C0_P,C0_R,C0_T,C0_T0_EClk,C0_T0_U,C0_T0_Util,C0_T1_EClk,C0_T1_U,C0_T1_Util,C0_VID,C1_C0res,C1_C1res,C1_C6res,C1_Clk,C1_P,C1_R,C1_T,C1_T0_EClk,C1_T0_U,C1_T0_Util,C1_T1_EClk,C1_T1_U,C1_T1_Util,C1_VID,C2_C0res,C2_C1res,C2_C6res,C2_Clk,C2_P,C2_R,C2_T,C2_T0_EClk,C2_T0_U,C2_T0_Util,C2_T1_EClk,C2_T1_U,C2_T1_Util,C2_VID,C3_C0res,C3_C1res,C3_C6res,C3_Clk,C3_P,C3_R,C3_T,C3_T0_EClk,C3_T0_U,C3_T0_Util,C3_T1_EClk,C3_T1_U,C3_T1_Util,C3_VID,C4_C0res,C4_C1res,C4_C6res,C4_Clk,C4_P,C4_R,C4_T,C4_T0_EClk,C4_T0_U,C4_T0_Util,C4_T1_EClk,C4_T1_U,C4_T1_Util,C4_VID,C5_C0res,C5_C1res,C5_C6res,C5_Clk,C5_P,C5_R,C5_T,C5_T0_EClk,C5_T0_U,C5_T0_Util,C5_T1_EClk,C5_T1_U,C5_T1_Util,C5_VID,C6_C0res,C6_C1res,C6_C6res,C6_Clk,C6_P,C6_R,C6_T,C6_T0_EClk,C6_T0_U,C6_T0_Util,C6_T1_EClk,C6_T1_U,C6_T1_Util,C6_VID,C7_C0res,C7_C1res,C7_C6res,C7_Clk,C7_P,C7_R,C7_T,C7_T0_EClk,C7_T0_U,C7_T0_Util,C7_T1_EClk,C7_T1_U,C7_T1_Util,C7_VID,CCD1_Tdie,CPU_Core_I,CPU_Core_P,CPU_DieAvg,CPU_EDC,CPU_MISC_I,CPU_PPT,CPU_Pkg_P,CPU_SoC_I,CPU_SoC_P,CPU_TDC,CPU_Tctl,CPU_Tot_P,CPU_U,CPU_Util,DRAM_R_BW,DRAM_W_BW,EDC_Lim,FCLK,Freq_GLim,HTC_TT,IOD_Avg,IOD_Hot,L3_Clk,L3_T,MaxThr_U,PPT_F_Lim,PPT_Lim,PROCHOT_CPU,PROCHOT_EXT,Pkg_C6,TDC_Lim,T_Lim,UCLK,VDDCR_SOC_TVRM,VDDCR_SOC_V,VDDCR_VDD_TVRM,VDDCR_VDD_V,VDD_MISC_TVRM,VDD_MISC_V,coolant_c
2026-08-28T03:28:42.375525+00:00,1.45841,582.107,108,22.28,77.72,0,5929.2,3.7344,54.9,6.0715,1319.32,18.75,22.42,257.24,0,4.557,1.39,44.95,55.05,0,5929.2,6.4221,54.9,10.1493,2371.83,32.81,42.14,600.209,12.7,11.73,1.395,7.84,74.41,17.75,5002.76,1.9959,46.3219,4.17384,398.219,1.587,7.473,73.6903,1.587,1.231,1.395,44.15,55.85,0,5929.2,4.9594,54.9,8.39036,1658.56,25,33.6,990.515,19.05,19.23,1.395,5.708,68.91,25.38,5002.76,1.6824,46.3219,2.92346,269.929,3.175,5.079,74.1805,1.587,1.288,1.395,12.5,83.37,4.129,5929.2,2.7099,54.9,3.80035,620.035,9.524,11.92,118.3,1.587,2.137,1.395,4.953,95.05,0,5929.2,2.1859,54.9,2.33371,240.792,3.125,4.34,86.1369,0,1.222,1.395,3.456,96.54,0,5929.2,2.0343,54.9,0.976083,102.642,3.175,1.598,132.115,0,2.157,1.395,23.625,21.777,30.263,16.7749,101.5,5.7396,55.942,55.907,10.062,12.025,21.818,23.625,48.602,8.353,10.76,1.39687,0.520571,10.15,2200,5750,0,8.12179,14.75,5928.48,4.31168,32.81,5.594,5.594,0,0,0,9.284,17.66,3200,37.1893,1.195,40.0151,1.391,51,1.1,-2.9375
2026-08-28T03:28:43.396132+00:00,2.07896,812.646,108,28.21,71.79,0,5918.4,4.0327,54.8,6.53993,1666.3,31.25,29.41,190.444,1.538,3.117,1.395,65.11,34.89,0,5923.8,5.785,54.85,11.6355,1303.45,23.44,29.72,2542.82,40,46.77,1.395,8.925,56.98,34.1,5044.49,1.8388,46.7082,3.67411,516.642,1.538,8.958,50.9956,0,0.5134,1.395,79.77,20.23,0,5923.8,9.1887,54.85,16.3637,4744.07,75,88,257.017,1.538,4.713,1.395,5.469,35.07,59.46,5044.49,1.1734,46.7082,1.98909,309.06,1.538,5.221,54.6269,0,0.5734,1.395,14.06,76.41,9.533,5044.49,2.6491,46.7082,4.68576,805.094,9.231,13.98,82.5098,0,1.092,1.395,4.108,95.89,0,5923.8,2.0104,54.85,1.77245,204.902,1.562,3.066,90.9921,0,0.9269,1.395,2.249,97.75,0,5923.8,1.8573,54.85,0.910962,89.6638,0,1.038,93.7446,0,1.148,1.395,17.375,23.5,32.484,20.1022,66.5,5.8387,58.71,58.736,10.276,12.28,23.506,23.875,51.186,11.66,14.89,4.17769,1.41425,6.65,2200,5750,0,8.32051,14.5,5921.77,5.0682,75,5.871,5.871,0,0,0,10,21.16,3200,37.2192,1.195,40.0099,1.384,51,1.1,-2.9375
2026-08-28T03:28:44.418749+00:00,1.73852,651.68,108,17.14,82.86,0,5923.8,3.05,54.85,4.75299,1015.72,14.06,17.22,114.634,4.688,2.07,1.39,90.51,9.486,0,5929.2,10.179,54.9,19.0049,5145.92,87.5,100.7,226.026,4.688,4.351,1.395,3.347,57.61,39.05,5929.2,1.2877,54.9,2.46969,172.791,4.688,3.117,14.097,0,0.252,1.395,53.14,46.86,0,5929.2,4.6447,54.9,8.05127,2886.33,46.88,56.33,275.666,1.562,5.171,1.395,1.33,17.96,80.71,5002.76,0.40395,46.3219,0.724925,64.8995,1.562,1.154,6.44811,0,0.1029,1.395,6.354,87.66,5.989,5929.2,2.0142,54.9,2.39072,345.088,3.125,6.29,14.1276,0,0.2515,1.395,1.523,98.48,0,5929.2,1.7598,54.9,1.14508,61.4101,0,1.06,39.2266,0,0.488,1.395,0.4999,99.5,0,5929.2,1.6483,54.9,0,24.4393,1.562,0.367,20.0721,0,0.2837,1.395,16.25,20.442,28.349,20.3277,53.5,5.8371,54.678,54.787,10.291,12.299,20.445,24.625,47.069,10.64,12.45,6.02487,0.505149,5.35,2200,5750,0,8.48077,15.25,5929.58,4.99601,87.5,5.468,5.468,0,0,0,8.7,21.4,3200,37.2844,1.195,40.005,1.387,51,1.1,-3
2026-08-28T03:28:45.440762+00:00,1.69232,631.928,108,16.52,83.48,0,5923.8,2.8768,54.85,4.12051,977.668,14.06,17.12,68.7291,4.688,1.175,1.385,74.63,25.37,0,5002.76,8.6342,46.3219,16.3114,3642.07,60.94,71.23,794.087,14.06,15.35,1.395,2.591,55.35,42.06,5002.76,1.0576,46.3219,1.92709,119.236,4.688,2.05,21.3324,0,0.3521,1.395,66.23,33.77,0,5929.2,6.3852,54.9,11.1808,1909.45,32.81,37.15,2019.6,31.25,39.34,1.395,1.145,17.26,81.6,5002.76,0.35223,46.3219,0.374501,51.6766,0,0.8737,11.1267,0,0.1519,1.395,6.207,93.79,0,5002.76,2.1031,46.3219,2.75623,333.66,4.688,6.021,20.4134,0,0.3223,1.395,1.439,98.56,0,5929.2,1.7011,54.9,0.852443,45.9454,0,0.7017,50.5506,0,0.6662,1.395,0.4642,99.54,0,5929.2,1.6071,54.9,0,20.9565,0,0.2478,24.3495,0,0.315,1.395,17.875,20.116,27.807,21.1262,61,5.4572,53.447,53.239,10.053,12.015,20.105,25.375,45.825,10.45,12.07,6.13569,1.12036,6.1,2200,5750,0,8.29487,15,5923.95,4.67124,60.94,5.345,5.345,0,0,0,8.555,22.24,3200,37.2692,1.195,40,1.382,51,1.1,-2.9375
2026-08-28T03:28:46.461968+00:00,1.64891,616.218,108,12.23,87.77,0,5929.2,2.6532,54.9,3.57277,724.069,12.5,12.3,69.7376,3.125,1.236,1.395,43.11,56.89,0,5929.2,3.969,54.9,8.41533,2451.52,43.75,47.89,117.01,1.562,2.105,1.395,2.137,33.07,64.79,5002.76,0.70972,46.3219,1.45353,102.981,3.125,1.835,14.3859,0,0.2457,1.395,99.96,0.03758,0,5929.2,12.506,54.9,25.0073,3243.3,54.69,63.53,2686.69,45.31,52.62,1.395,0.9245,11.77,87.3,5002.76,0.28781,46.3219,0.219314,41.7971,0,0.7282,9.39797,0,0.1498,1.395,4.82,77.76,17.42,5929.2,1.7653,54.9,3.92022,264.145,3.125,4.876,7.79054,0,0.1175,1.395,1.187,98.81,0,5929.2,1.7271,54.9,0.811498,45.4294,0,0.7577,36.0487,0,0.4391,1.395,0.5265,99.47,0,5929.2,1.6629,54.9,0.358342,19.5557,0,0.2726,25.6285,0,0.3943,1.395,17.875,21.304,29.645,25.2751,64.5,5.2681,54.63,54.776,9.8364,11.756,21.301,28.875,47.196,10.45,11.84,2.92503,1.49689,6.45,2200,5750,0,8.14744,14.75,5928.07,4.6518,54.69,5.463,5.463,0,0,0,9.064,26.61,3200,37.1703,1.195,40,1.392,51,1.1,-2.9375
2026-08-28T03:28:47.225334+00:00,1.64056,613.78,108,13.48,86.52,0,5929.2,2.8216,54.9,3.8664,799.537,10.94,13.89,76.8368,1.562,1.385,1.395,48.05,51.95,0,5929.2,5.5047,54.9,10.3045,2359.07,39.06,46.04,496.399,6.25,9.591,1.395,2.339,12.68,84.98,5002.76,0.35022,46.3219,1.08512,115.826,0,2.149,9.24345,0,0.1571,1.395,93.54,6.458,0,5929.2,7.8297,54.9,13.0795,2232.42,35.94,43.65,3330.76,54.69,65.09,1.395,0.823,2.352,96.83,5002.76,0.11338,46.3219,0,31.5926,0,0.5594,13.5386,0,0.2422,1.395,4.498,52.77,42.74,5002.76,1.3129,46.3219,2.05646,231.773,6.25,4.328,21.0312,0,0.388,1.395,0.9331,99.07,0,5929.2,1.7395,54.9,0.88659,28.1141,0,0.437,37.8696,0,0.4771,1.395,0.3951,99.6,0,5929.2,1.6869,54.9,0.0353938,16.6252,0,0.2325,19.8372,0,0.2968,1.395,20.75,19.83,27.61,18.4201,64,5.125,52.936,52.927,9.8883,11.82,19.832,27.5,45.067,9.668,11.81,8.51499,3.15305,6.4,2200,5750,0,8.09615,14.5,5940.03,4.46162,54.69,5.294,5.294,0,0,0,8.439,19.39,3200,37.1505,1.195,40,1.393,51,1.1,-2.9375
2026-08-28T03:28:48.244085+00:00,1.77539,690.966,108,15.54,84.46,0,5913,2.7651,54.75,3.7815,917.604,10.94,15.29,173.797,1.562,2.833,1.385,49.32,50.68,0,5918.4,5.7954,54.8,11.4835,2391.94,37.5,46.27,619.059,9.375,11.95,1.39,4.31,21.67,74.02,5039.89,0.69198,46.6656,1.50225,216.787,3.125,3.7,69.5151,0,0.9145,1.39,92.44,7.564,0,5918.4,11.25,54.8,18.3246,2063.06,34.38,39.89,3498.93,60.94,68.46,1.39,3.467,11.4,85.13,5039.89,0.45428,46.6656,0.42825,157.154,3.125,2.567,77.0597,0,1.081,1.39,7.218,35.9,56.88,5918.4,1.1647,54.8,2.8375,380.121,6.25,6.829,82.2158,0,1.143,1.39,3.101,96.9,0,5918.4,1.7301,54.8,0.86,159.769,1.562,2.423,75.5315,0,0.8776,1.39,2.142,97.86,0,5918.4,1.6328,54.8,0.047625,90.7293,0,1.206,82.1884,1.562,1.062,1.39,18.375,21.884,30.041,23.1679,92,5.1011,54.64,54.483,9.586,11.459,21.865,27,47.111,10.64,12.91,4.08213,2.53864,9.2,2200,5750,0,7.88462,13.75,5909.68,4.42763,60.94,5.464,5.464,0,0,0,9.304,24.39,3200,37.155,1.195,40.005,1.373,51,1.1,-3
2026-08-28T03:28:49.264517+00:00,2.00176,806.619,108,21.16,78.84,0,5918.4,3.4482,54.8,5.65506,1247.33,15.62,21.88,261.845,4.688,4.495,1.395,72.29,27.71,0,5044.49,10.945,46.7082,21.3174,2213.1,34.38,43.1,2259.54,35.94,43.74,1.39,8.016,32.13,59.85,5044.49,1.355,46.7082,3.33602,429.883,7.812,7.938,115.754,3.125,1.742,1.39,71.11,28.89,0,5923.8,7.5516,54.85,13.9061,2332.03,39.06,45.61,2147.06,39.06,41.45,1.39,6.164,20.03,73.81,5044.49,0.96738,46.7082,1.92266,332.345,3.125,6.023,90.7301,1.562,1.217,1.39,11.34,55.43,33.22,5044.49,2.062,46.7082,3.62123,624.555,7.812,11.56,131.636,3.125,2.023,1.39,5.999,94,0,5923.8,2.1812,54.85,2.07105,323.262,6.25,5.575,95.5953,0,1.209,1.39,4.101,95.9,0,5044.49,1.9454,46.7082,0.546781,141.67,3.125,2.107,159.583,0,2.473,1.39,21.75,26.878,37.121,26.0803,89.5,5.1142,61.484,61.644,9.4965,11.354,26.897,28.125,54.101,12.79,15.13,1.87209,1.14919,8.95,2200,5750,0,8.04487,15,5919.45,5.59582,39.06,6.148,6.148,0,0,0,11.45,27.45,3200,37.1006,1.196,40,1.384,51,1.1,-3
2026-08-28T03:28:50.285587+00:00,1.90244,762.859,108,18.87,81.13,0,5929.2,3.2456,54.9,5.13996,1114.02,14.06,18.35,300.011,3.125,5.575,1.395,92.99,7.007,0,5918.4,13.094,54.8,24.1535,4344.89,68.75,84.87,1330.91,25.4,25.88,1.385,6.101,31.05,62.85,5039.89,1.1977,46.6656,2.81288,322.033,1.587,6.026,109.574,0,1.997,1.385,50.88,49.12,0,5918.4,4.8682,54.8,9.27176,2478.11,42.86,48.35,694.348,9.375,13.32,1.385,4.345,16.53,79.12,5039.89,0.77334,46.6656,1.38896,221.788,3.175,4.125,88.7975,0,1.609,1.385,9.224,50.1,40.68,5039.89,1.8151,46.6656,2.71831,491.022,6.349,9.229,140.691,1.587,2.608,1.385,4.47,95.53,0,5918.4,2.0908,54.8,1.73994,235.077,3.125,4.167,85.3501,0,1.463,1.385,3.366,96.63,0,5918.4,1.9515,54.8,0.442656,118.183,1.562,2.081,130.948,3.125,2.329,1.385,19.375,27.722,38.378,25.0261,93,5.1197,62.823,62.623,9.5785,11.451,27.705,28,55.46,11.5,14.5,2.21059,1.30275,9.3,2200,5750,0,8.05128,14.5,5926.61,5.48378,68.75,6.282,6.282,0,0,0,11.79,26.34,3200,37.1459,1.195,40.005,1.387,51,1.1,-3
2026-08-28T03:28:51.311513+00:00,2.41812,1057.67,108,35.32,64.68,0,5918.4,4.554,54.8,7.83391,2091.28,37.5,35.41,539.723,6.25,7.712,1.4,74.26,25.74,0,5918.4,8.752,54.8,16.5674,3376.47,51.56,63.36,1370.4,27.69,25.49,1.39,13.29,71.34,15.37,5918.4,2.6214,54.8,5.39585,711.427,12.31,11.15,341.568,1.538,3.777,1.39,70.32,29.68,0,5918.4,7.1508,54.8,12.9933,2012.95,30.77,39,2500.86,37.5,46.2,1.39,9.849,59.93,30.23,5918.4,2.02,54.8,3.66212,506.374,6.154,6.859,341.259,0,3.717,1.39,22.25,70.06,7.696,5918.4,3.4966,54.8,5.86296,1244.68,13.85,21.76,345.431,4.615,3.838,1.39,9.131,90.87,0,5918.4,2.4813,54.8,2.87041,479.855,3.125,5.783,346.001,1.562,3.717,1.39,7.385,92.61,0,5918.4,2.3034,54.8,1.5391,368.615,0,4.016,345.753,3.125,3.656,1.39,18.875,30.409,42.186,20.5819,111,5.1221,66.695,66.705,9.5881,11.461,30.388,27.5,59.281,14.85,17.84,3.13932,1.69195,11.1,2200,5750,0,8.17308,14,5922.62,5.68285,51.56,6.67,6.67,0,0,0,12.93,21.67,3200,37.0695,1.195,40.0248,1.388,51,1.1,-3
